"date","price","source"
"2019-02-28","70.18","Daily Retail Selling Price of Diesel (in 2018-19).xlsx"
"2019-03-01","70.31","Daily Retail Selling Price of Diesel (in 2018-19).xlsx"
"2019-03-02","70.47","Daily Retail Selling Price of Diesel (in 2018-19).xlsx"
"2019-03-03","70.62","Daily Retail Selling Price of Diesel (in 2018-19).xlsx"
"2019-03-04","70.76","Daily Retail Selling Price of Diesel (in 2018-19).xlsx"
"2019-03-05","70.86","Daily Retail Selling Price of Diesel (in 2018-19).xlsx"
"2019-03-06","70.86","Daily Retail Selling Price of Diesel (in 2018-19).xlsx"
"2019-03-07","70.86","Daily Retail Selling Price of Diesel (in 2018-19).xlsx"
"2019-03-08","70.76","Daily Retail Selling Price of Diesel (in 2018-19).xlsx"
"2019-03-09","70.76","Daily Retail Selling Price of Diesel (in 2018-19).xlsx"
"2019-03-10","70.76","Daily Retail Selling Price of Diesel (in 2018-19).xlsx"
"2019-03-11","70.65","Daily Retail Selling Price of Diesel (in 2018-19).xlsx"
"2019-03-12","70.58","Daily Retail Selling Price of Diesel (in 2018-19).xlsx"
"2019-03-13","70.58","Daily Retail Selling Price of Diesel (in 2018-19).xlsx"
"2019-03-14","70.52","Daily Retail Selling Price of Diesel (in 2018-19).xlsx"
"2019-03-15","70.42","Daily Retail Selling Price of Diesel (in 2018-19).xlsx"
"2019-03-16","70.34","Daily Retail Selling Price of Diesel (in 2018-19).xlsx"
"2019-03-17","70.25","Daily Retail Selling Price of Diesel (in 2018-19).xlsx"
"2019-03-18","70.09","Daily Retail Selling Price of Diesel (in 2018-19).xlsx"
"2019-03-19","69.97","Daily Retail Selling Price of Diesel (in 2018-19).xlsx"
"2019-03-20","69.97","Daily Retail Selling Price of Diesel (in 2018-19).xlsx"
"2019-03-21","69.89","Daily Retail Selling Price of Diesel (in 2018-19).xlsx"
"2019-03-22","69.81","Daily Retail Selling Price of Diesel (in 2018-19).xlsx"
"2019-03-23","69.76","Daily Retail Selling Price of Diesel (in 2018-19).xlsx"
"2019-03-24","69.76","Daily Retail Selling Price of Diesel (in 2018-19).xlsx"
"2019-03-25","69.64","Daily Retail Selling Price of Diesel (in 2018-19).xlsx"
"2019-03-26","69.64","Daily Retail Selling Price of Diesel (in 2018-19).xlsx"
"2019-03-27","69.64","Daily Retail Selling Price of Diesel (in 2018-19).xlsx"
"2019-03-28","69.54","Daily Retail Selling Price of Diesel (in 2018-19).xlsx"
"2019-03-29","69.44","Daily Retail Selling Price of Diesel (in 2018-19).xlsx"
"2019-03-30","69.36","Daily Retail Selling Price of Diesel (in 2018-19).xlsx"
"2019-03-31","69.27","Daily Retail Selling Price of Diesel (in 2018-19).xlsx"
